"STN_ID","Date","SSTP","lat","lon","source"
"C46145 Central Dixon Entrance",1991-04-17,6.454,54.383,-132.427,"DFO_MEDS"
"C46145 Central Dixon Entrance",1991-04-18,6.4,54.383,-132.427,"DFO_MEDS"
"C46145 Central Dixon Entrance",1991-04-19,6.562,54.383,-132.427,"DFO_MEDS"
"C46145 Central Dixon Entrance",1991-04-20,6.692,54.383,-132.427,"DFO_MEDS"
"C46145 Central Dixon Entrance",1991-04-21,6.654,54.383,-132.427,"DFO_MEDS"
"C46145 Central Dixon Entrance",1991-04-22,6.812,54.383,-132.427,"DFO_MEDS"
"C46145 Central Dixon Entrance",1991-04-23,6.633,54.383,-132.427,"DFO_MEDS"
"C46145 Central Dixon Entrance",1991-04-24,6.621,54.383,-132.427,"DFO_MEDS"
"C46145 Central Dixon Entrance",1991-04-25,6.808,54.383,-132.427,"DFO_MEDS"
"C46145 Central Dixon Entrance",1991-04-26,6.779,54.383,-132.427,"DFO_MEDS"
"C46145 Central Dixon Entrance",1991-04-27,6.808,54.383,-132.427,"DFO_MEDS"
"C46145 Central Dixon Entrance",1991-04-28,6.767,54.383,-132.427,"DFO_MEDS"
"C46145 Central Dixon Entrance",1991-04-29,6.942,54.383,-132.427,"DFO_MEDS"
"C46145 Central Dixon Entrance",1991-04-30,6.878,54.383,-132.427,"DFO_MEDS"
"C46145 Central Dixon Entrance",1991-05-01,6.958,54.383,-132.427,"DFO_MEDS"
"C46145 Central Dixon Entrance",1991-05-02,7.292,54.383,-132.427,"DFO_MEDS"
"C46145 Central Dixon Entrance",1991-05-03,7.613,54.383,-132.427,"DFO_MEDS"
"C46145 Central Dixon Entrance",1991-05-04,7.342,54.383,-132.427,"DFO_MEDS"
"C46145 Central Dixon Entrance",1991-05-05,7.35,54.383,-132.427,"DFO_MEDS"
"C46145 Central Dixon Entrance",1991-05-06,7.25,54.383,-132.427,"DFO_MEDS"
"C46145 Central Dixon Entrance",1991-05-07,7.188,54.383,-132.427,"DFO_MEDS"
"C46145 Central Dixon Entrance",1991-05-08,7.492,54.383,-132.427,"DFO_MEDS"
"C46145 Central Dixon Entrance",1991-05-09,7.792,54.383,-132.427,"DFO_MEDS"
"C46145 Central Dixon Entrance",1991-05-10,7.917,54.383,-132.427,"DFO_MEDS"
"C46145 Central Dixon Entrance",1991-05-11,7.883,54.383,-132.427,"DFO_MEDS"
"C46145 Central Dixon Entrance",1991-05-12,7.658,54.383,-132.427,"DFO_MEDS"
