"year","Date","STN_ID","SSTP","lat","lon","source"
1988,1988-08-04,"C46004 Middle NOMAD",12.72,50.983,-135.783,"DFO_MEDS"
1988,1988-08-05,"C46004 Middle NOMAD",12.789,50.983,-135.783,"DFO_MEDS"
1988,1988-08-06,"C46004 Middle NOMAD",12.823,50.983,-135.783,"DFO_MEDS"
1988,1988-08-07,"C46004 Middle NOMAD",12.514,50.983,-135.783,"DFO_MEDS"
1988,1988-08-08,"C46004 Middle NOMAD",12.491,50.983,-135.783,"DFO_MEDS"
1988,1988-08-09,"C46004 Middle NOMAD",12.6,50.983,-135.783,"DFO_MEDS"
1988,1988-08-10,"C46004 Middle NOMAD",12.557,50.983,-135.783,"DFO_MEDS"
1988,1988-08-11,"C46004 Middle NOMAD",12.675,50.983,-135.783,"DFO_MEDS"
1988,1988-08-12,"C46004 Middle NOMAD",12.714,50.983,-135.783,"DFO_MEDS"
1988,1988-08-13,"C46004 Middle NOMAD",12.782,50.983,-135.783,"DFO_MEDS"
1988,1988-08-14,"C46004 Middle NOMAD",12.914,50.983,-135.783,"DFO_MEDS"
1988,1988-08-15,"C46004 Middle NOMAD",12.941,50.983,-135.783,"DFO_MEDS"
1988,1988-08-16,"C46004 Middle NOMAD",12.995,50.983,-135.783,"DFO_MEDS"
1988,1988-08-17,"C46004 Middle NOMAD",13.045,50.983,-135.783,"DFO_MEDS"
1988,1988-08-18,"C46004 Middle NOMAD",13.127,50.983,-135.783,"DFO_MEDS"
1988,1988-08-19,"C46004 Middle NOMAD",13.157,50.983,-135.783,"DFO_MEDS"
1988,1988-08-20,"C46004 Middle NOMAD",13.209,50.983,-135.783,"DFO_MEDS"
1988,1988-08-21,"C46004 Middle NOMAD",13.282,50.983,-135.783,"DFO_MEDS"
1988,1988-08-22,"C46004 Middle NOMAD",13.514,50.983,-135.783,"DFO_MEDS"
1988,1988-08-23,"C46004 Middle NOMAD",13.606,50.983,-135.783,"DFO_MEDS"
1988,1988-08-24,"C46004 Middle NOMAD",13.864,50.983,-135.783,"DFO_MEDS"
1988,1988-08-25,"C46004 Middle NOMAD",14.18,50.983,-135.783,"DFO_MEDS"
1988,1988-08-26,"C46004 Middle NOMAD",13.885,50.983,-135.783,"DFO_MEDS"
