"year","Date","STN_ID","SSTP","lat","lon","source"
1987,1987-09-22,"C46036 S. NOMAD",14.5,48.35,-133.93,"DFO_MEDS"
1987,1987-09-23,"C46036 S. NOMAD",14.617,48.35,-133.93,"DFO_MEDS"
1987,1987-09-24,"C46036 S. NOMAD",14.596,48.35,-133.93,"DFO_MEDS"
1987,1987-09-25,"C46036 S. NOMAD",14.467,48.35,-133.93,"DFO_MEDS"
1987,1987-09-26,"C46036 S. NOMAD",14.327,48.35,-133.93,"DFO_MEDS"
1987,1987-09-28,"C46036 S. NOMAD",14.275,48.35,-133.93,"DFO_MEDS"
1987,1987-09-29,"C46036 S. NOMAD",14.425,48.35,-133.93,"DFO_MEDS"
1987,1987-09-30,"C46036 S. NOMAD",14.738,48.35,-133.93,"DFO_MEDS"
1987,1987-10-01,"C46036 S. NOMAD",14.4,48.35,-133.93,"DFO_MEDS"
1987,1987-10-02,"C46036 S. NOMAD",14.304,48.35,-133.93,"DFO_MEDS"
1987,1987-10-03,"C46036 S. NOMAD",14.267,48.35,-133.93,"DFO_MEDS"
1987,1987-10-04,"C46036 S. NOMAD",14.283,48.35,-133.93,"DFO_MEDS"
1987,1987-10-05,"C46036 S. NOMAD",14.188,48.35,-133.93,"DFO_MEDS"
1987,1987-10-06,"C46036 S. NOMAD",14.283,48.35,-133.93,"DFO_MEDS"
1987,1987-10-07,"C46036 S. NOMAD",14.225,48.35,-133.93,"DFO_MEDS"
1987,1987-10-08,"C46036 S. NOMAD",14.317,48.35,-133.93,"DFO_MEDS"
1987,1987-10-09,"C46036 S. NOMAD",14.454,48.35,-133.93,"DFO_MEDS"
1987,1987-10-10,"C46036 S. NOMAD",14.613,48.35,-133.93,"DFO_MEDS"
1987,1987-10-11,"C46036 S. NOMAD",14.767,48.35,-133.93,"DFO_MEDS"
1987,1987-10-12,"C46036 S. NOMAD",14.62,48.35,-133.93,"DFO_MEDS"
1987,1987-10-13,"C46036 S. NOMAD",14.417,48.35,-133.93,"DFO_MEDS"
1987,1987-10-14,"C46036 S. NOMAD",14.396,48.35,-133.93,"DFO_MEDS"
1987,1987-10-15,"C46036 S. NOMAD",14.361,48.35,-133.93,"DFO_MEDS"
1987,1987-10-16,"C46036 S. NOMAD",14.321,48.35,-133.93,"DFO_MEDS"
1987,1987-10-17,"C46036 S. NOMAD",14.279,48.35,-133.93,"DFO_MEDS"
1987,1987-10-18,"C46036 S. NOMAD",14.335,48.35,-133.93,"DFO_MEDS"
1987,1987-10-19,"C46036 S. NOMAD",14.411,48.35,-133.93,"DFO_MEDS"
1987,1987-10-20,"C46036 S. NOMAD",14.304,48.35,-133.93,"DFO_MEDS"
1987,1987-10-21,"C46036 S. NOMAD",14.312,48.35,-133.93,"DFO_MEDS"
1987,1987-10-22,"C46036 S. NOMAD",14.363,48.35,-133.93,"DFO_MEDS"
1987,1987-10-23,"C46036 S. NOMAD",14.213,48.35,-133.93,"DFO_MEDS"
1987,1987-10-24,"C46036 S. NOMAD",14.1,48.35,-133.93,"DFO_MEDS"
1987,1987-10-25,"C46036 S. NOMAD",14.133,48.35,-133.93,"DFO_MEDS"
1987,1987-10-26,"C46036 S. NOMAD",14.075,48.35,-133.93,"DFO_MEDS"
1987,1987-10-27,"C46036 S. NOMAD",14.083,48.35,-133.93,"DFO_MEDS"
1987,1987-10-28,"C46036 S. NOMAD",13.721,48.35,-133.93,"DFO_MEDS"
1987,1987-10-29,"C46036 S. NOMAD",13.779,48.35,-133.93,"DFO_MEDS"
1987,1987-10-30,"C46036 S. NOMAD",13.7,48.35,-133.93,"DFO_MEDS"
1987,1987-10-31,"C46036 S. NOMAD",13.521,48.35,-133.93,"DFO_MEDS"
1987,1987-11-01,"C46036 S. NOMAD",13.857,48.35,-133.93,"DFO_MEDS"
1987,1987-11-02,"C46036 S. NOMAD",13.7,48.35,-133.93,"DFO_MEDS"
1987,1987-11-03,"C46036 S. NOMAD",13.714,48.35,-133.93,"DFO_MEDS"
1987,1987-11-04,"C46036 S. NOMAD",13.7,48.35,-133.93,"DFO_MEDS"
1987,1987-11-05,"C46036 S. NOMAD",13.508,48.35,-133.93,"DFO_MEDS"
1987,1987-11-06,"C46036 S. NOMAD",13.346,48.35,-133.93,"DFO_MEDS"
1987,1987-11-07,"C46036 S. NOMAD",13.287,48.35,-133.93,"DFO_MEDS"
1987,1987-11-08,"C46036 S. NOMAD",13.595,48.35,-133.93,"DFO_MEDS"
1987,1987-11-09,"C46036 S. NOMAD",13.362,48.35,-133.93,"DFO_MEDS"
1987,1987-11-10,"C46036 S. NOMAD",13.092,48.35,-133.93,"DFO_MEDS"
1987,1987-11-11,"C46036 S. NOMAD",12.704,48.35,-133.93,"DFO_MEDS"
1987,1987-11-12,"C46036 S. NOMAD",12.535,48.35,-133.93,"DFO_MEDS"
1987,1987-11-13,"C46036 S. NOMAD",12.407,48.35,-133.93,"DFO_MEDS"
1987,1987-11-14,"C46036 S. NOMAD",12.354,48.35,-133.93,"DFO_MEDS"
1987,1987-11-15,"C46036 S. NOMAD",12.139,48.35,-133.93,"DFO_MEDS"
1987,1987-11-16,"C46036 S. NOMAD",12.146,48.35,-133.93,"DFO_MEDS"
1987,1987-11-17,"C46036 S. NOMAD",12.238,48.35,-133.93,"DFO_MEDS"
1987,1987-11-18,"C46036 S. NOMAD",12.487,48.35,-133.93,"DFO_MEDS"
1987,1987-11-19,"C46036 S. NOMAD",12.458,48.35,-133.93,"DFO_MEDS"
1987,1987-11-20,"C46036 S. NOMAD",12.333,48.35,-133.93,"DFO_MEDS"
1987,1987-11-21,"C46036 S. NOMAD",12.3,48.35,-133.93,"DFO_MEDS"
1987,1987-11-22,"C46036 S. NOMAD",12.174,48.35,-133.93,"DFO_MEDS"
1987,1987-11-23,"C46036 S. NOMAD",12.042,48.35,-133.93,"DFO_MEDS"
1987,1987-11-24,"C46036 S. NOMAD",11.974,48.35,-133.93,"DFO_MEDS"
1987,1987-11-25,"C46036 S. NOMAD",12,48.35,-133.93,"DFO_MEDS"
1987,1987-11-26,"C46036 S. NOMAD",12.026,48.35,-133.93,"DFO_MEDS"
1987,1987-11-27,"C46036 S. NOMAD",11.912,48.35,-133.93,"DFO_MEDS"
1987,1987-11-28,"C46036 S. NOMAD",11.726,48.35,-133.93,"DFO_MEDS"
1987,1987-11-29,"C46036 S. NOMAD",11.279,48.35,-133.93,"DFO_MEDS"
1987,1987-11-30,"C46036 S. NOMAD",11.167,48.35,-133.93,"DFO_MEDS"
1987,1987-12-01,"C46036 S. NOMAD",11.127,48.35,-133.93,"DFO_MEDS"
1987,1987-12-02,"C46036 S. NOMAD",10.922,48.35,-133.93,"DFO_MEDS"
1987,1987-12-03,"C46036 S. NOMAD",11.079,48.35,-133.93,"DFO_MEDS"
1987,1987-12-04,"C46036 S. NOMAD",11.309,48.35,-133.93,"DFO_MEDS"
1987,1987-12-05,"C46036 S. NOMAD",11.213,48.35,-133.93,"DFO_MEDS"
1987,1987-12-06,"C46036 S. NOMAD",11.083,48.35,-133.93,"DFO_MEDS"
1987,1987-12-07,"C46036 S. NOMAD",10.942,48.35,-133.93,"DFO_MEDS"
1987,1987-12-08,"C46036 S. NOMAD",10.775,48.35,-133.93,"DFO_MEDS"
1987,1987-12-09,"C46036 S. NOMAD",10.587,48.35,-133.93,"DFO_MEDS"
1987,1987-12-10,"C46036 S. NOMAD",10.492,48.35,-133.93,"DFO_MEDS"
1987,1987-12-11,"C46036 S. NOMAD",10.342,48.35,-133.93,"DFO_MEDS"
1987,1987-12-12,"C46036 S. NOMAD",10.275,48.35,-133.93,"DFO_MEDS"
1987,1987-12-13,"C46036 S. NOMAD",10.067,48.35,-133.93,"DFO_MEDS"
1987,1987-12-14,"C46036 S. NOMAD",9.917,48.35,-133.93,"DFO_MEDS"
1987,1987-12-15,"C46036 S. NOMAD",9.954,48.35,-133.93,"DFO_MEDS"
1987,1987-12-16,"C46036 S. NOMAD",9.933,48.35,-133.93,"DFO_MEDS"
1987,1987-12-17,"C46036 S. NOMAD",9.817,48.35,-133.93,"DFO_MEDS"
1987,1987-12-18,"C46036 S. NOMAD",9.717,48.35,-133.93,"DFO_MEDS"
1987,1987-12-19,"C46036 S. NOMAD",9.674,48.35,-133.93,"DFO_MEDS"
1987,1987-12-20,"C46036 S. NOMAD",9.553,48.35,-133.93,"DFO_MEDS"
1987,1987-12-21,"C46036 S. NOMAD",9.396,48.35,-133.93,"DFO_MEDS"
1987,1987-12-22,"C46036 S. NOMAD",9.257,48.35,-133.93,"DFO_MEDS"
1987,1987-12-23,"C46036 S. NOMAD",9.217,48.35,-133.93,"DFO_MEDS"
1987,1987-12-24,"C46036 S. NOMAD",9.265,48.35,-133.93,"DFO_MEDS"
1987,1987-12-25,"C46036 S. NOMAD",9.2,48.35,-133.93,"DFO_MEDS"
1987,1987-12-26,"C46036 S. NOMAD",9.129,48.35,-133.93,"DFO_MEDS"
1987,1987-12-27,"C46036 S. NOMAD",9.24,48.35,-133.93,"DFO_MEDS"
1987,1987-12-28,"C46036 S. NOMAD",9.217,48.35,-133.93,"DFO_MEDS"
1987,1987-12-29,"C46036 S. NOMAD",8.975,48.35,-133.93,"DFO_MEDS"
1987,1987-12-30,"C46036 S. NOMAD",8.888,48.35,-133.93,"DFO_MEDS"
1987,1987-12-31,"C46036 S. NOMAD",8.988,48.35,-133.93,"DFO_MEDS"
1988,1988-01-01,"C46036 S. NOMAD",9.012,48.35,-133.93,"DFO_MEDS"
1988,1988-01-02,"C46036 S. NOMAD",8.796,48.35,-133.93,"DFO_MEDS"
1988,1988-01-03,"C46036 S. NOMAD",8.8,48.35,-133.93,"DFO_MEDS"
1988,1988-01-04,"C46036 S. NOMAD",8.886,48.35,-133.93,"DFO_MEDS"
1988,1988-01-05,"C46036 S. NOMAD",8.779,48.35,-133.93,"DFO_MEDS"
