"year","Date","STN_ID","SSTP","lat","lon","source"
1988,1988-11-22,"C46205 W. Dixon Entrance",9.6,54.167,-134.33,"DFO_MEDS"
1988,1988-11-23,"C46205 W. Dixon Entrance",9.387,54.167,-134.33,"DFO_MEDS"
1988,1988-11-24,"C46205 W. Dixon Entrance",9.233,54.167,-134.33,"DFO_MEDS"
1988,1988-11-25,"C46205 W. Dixon Entrance",9.017,54.167,-134.33,"DFO_MEDS"
1988,1988-11-26,"C46205 W. Dixon Entrance",7.986,54.167,-134.33,"DFO_MEDS"
1988,1988-11-27,"C46205 W. Dixon Entrance",8.695,54.167,-134.33,"DFO_MEDS"
1988,1988-11-28,"C46205 W. Dixon Entrance",8.616,54.167,-134.33,"DFO_MEDS"
1988,1988-11-29,"C46205 W. Dixon Entrance",9.009,54.167,-134.33,"DFO_MEDS"
1988,1988-11-30,"C46205 W. Dixon Entrance",8.7,54.167,-134.33,"DFO_MEDS"
1988,1988-12-01,"C46205 W. Dixon Entrance",8.364,54.167,-134.33,"DFO_MEDS"
1988,1988-12-02,"C46205 W. Dixon Entrance",8.357,54.167,-134.33,"DFO_MEDS"
1988,1988-12-03,"C46205 W. Dixon Entrance",8.44,54.167,-134.33,"DFO_MEDS"
1988,1988-12-04,"C46205 W. Dixon Entrance",8.356,54.167,-134.33,"DFO_MEDS"
1988,1988-12-05,"C46205 W. Dixon Entrance",7.957,54.167,-134.33,"DFO_MEDS"
1988,1988-12-06,"C46205 W. Dixon Entrance",7.545,54.167,-134.33,"DFO_MEDS"
1988,1988-12-07,"C46205 W. Dixon Entrance",7.559,54.167,-134.33,"DFO_MEDS"
1988,1988-12-08,"C46205 W. Dixon Entrance",7.832,54.167,-134.33,"DFO_MEDS"
1988,1988-12-09,"C46205 W. Dixon Entrance",7.861,54.167,-134.33,"DFO_MEDS"
1988,1988-12-10,"C46205 W. Dixon Entrance",7.977,54.167,-134.33,"DFO_MEDS"
1988,1988-12-11,"C46205 W. Dixon Entrance",7.9,54.167,-134.33,"DFO_MEDS"
1988,1988-12-12,"C46205 W. Dixon Entrance",7.871,54.167,-134.33,"DFO_MEDS"
1988,1988-12-13,"C46205 W. Dixon Entrance",7.674,54.167,-134.33,"DFO_MEDS"
1988,1988-12-14,"C46205 W. Dixon Entrance",7.443,54.167,-134.33,"DFO_MEDS"
1988,1988-12-15,"C46205 W. Dixon Entrance",7.557,54.167,-134.33,"DFO_MEDS"
1988,1988-12-16,"C46205 W. Dixon Entrance",7.457,54.167,-134.33,"DFO_MEDS"
1988,1988-12-17,"C46205 W. Dixon Entrance",7.474,54.167,-134.33,"DFO_MEDS"
1988,1988-12-18,"C46205 W. Dixon Entrance",7.382,54.167,-134.33,"DFO_MEDS"
1988,1988-12-19,"C46205 W. Dixon Entrance",7.241,54.167,-134.33,"DFO_MEDS"
